func_id,npc,speaker,caller_guess,offset_key,segment,total_segments,has_var,text
0x009A,,Erethian,,0x88,0,1,False,「我不會再跟你說話了，聖者！」他無視了你。
0x009A,,Erethian,,0xc9_0x11b,0,1,True,當你靠近時，老人挺直身子，直視著你說：「很高興見到你，<PLAYER_NAME>。我名叫 Erethian 。雖然你不認識我，但我卻對你非常了解。」
0x009A,,Erethian,,0x16e,0,1,False,「我曾見證你摧毀 Mondain 的力量，從而擊敗那誤入歧途的法師；我見證你征服了女巫 Minax ；我也曾以一種非常獨特的方式，看著你如何擊倒地獄魔物 Exodus 。」
0x009A,,Erethian,,0x241,0,1,False,他在這裡沉默下來，你注意到這老人的雙眼呈現乳白色。
0x009A,,Erethian,,0x2b7_0x2d0,0,1,True,「再次向你致意，<PLAYER_NAME>。我有什麼能幫你的嗎？」盲眼老法師準確無誤地看向你的方向。
0x009A,,Erethian,,0x328,0,1,False,「這樣下去我什麼事都做不成！你想從我這裡得到什麼？」 Erethian 此刻顯得有些暴躁。
0x009A,,Erethian,,0x407,0,1,False,「這可能是真的嗎？」 Erethian 盲目的雙眼閃爍著毫不掩飾的喜悅。「這對我來說是多麼好的一個機會啊。」
0x009A,,Erethian,,0x496,0,1,False,他再次注意到你的存在。「現在，不要讓任何破壞的怪念頭進入你的腦袋，聖者。我絕不會讓你剝奪我體驗這世界真正奇蹟的機會。現在走開吧……難道在其他地方沒有你需要去伸張的正義嗎？」
0x009A,,Erethian,,0x599,0,1,False,年邁的法師皺起眉頭。「我感覺不到任何巨大的邪惡，但話說回來，我從未完全掌握感知宇宙的訣竅。不過，你別太擔心了。這些事情往往會自己解決的。」你感覺就像是被人摸了摸頭，然後叫去別的地方玩一樣。
0x009A,,Erethian,,0x6b4,0,1,False,「啊，是的。我曾經有一卷卷軸，上面記載著一個同名護符的事。要是我能想起把它放哪裡就好了。你剛好有帶著那張名為『無限卷軸』的羊皮紙嗎？」
0x009A,,Erethian,,0x77e,0,1,False,「如果你沒有那卷軸，我這件事就幫不上忙了。」
0x009A,,Erethian,,0x7c1,0,1,False,「就在這裡。那麼，它似乎是以一種奇怪的格式寫成的。甚至可以說是一種密碼……我知道了！顯然，這個護符目前存在於大虛空（Great Void）之中。一個有些遠離我們的位面。如果你想進入這個虛空，你需要製作兩片透鏡：一片凹透鏡，另一片凸透鏡。光線透過適當附魔的透鏡聚焦，將會在我們的領域與虛空之間打開一條通道。我相信這篇論述提到了三個原則護符（Talismans of Principle），它們會向無限護符發出呼喚並將其帶到這裡。一旦它到了這裡，看起來它唯一的目的就是將一股強大的力量強行拉入虛空之中。」一個念頭如閃電劈中樹木般擊中這位法師。「噢，不，聖者……你別想再從我這裡得到任何幫助。我或許瞎了，但我看穿了你的把戲。我不會幫你把核心（Core）送進虛空的。」 Erethian 沉默了下來，看來他不會再開口了。
0x009A,,Dark Core,,0xb92,0,1,False,Arcadion 的聲音如靜止池塘中的漣漪般向你低語：「別怕，我的主人。我對這些事情略知一二。」
0x009A,,Dark Core,,0xc12,0,1,False,「很好。我需要那卷卷軸才能給你進一步的資訊。」
0x009A,,Dark Core,,0xc58,0,1,False,「你的隨身物品中有無限卷軸嗎？」
0x009A,,Dark Core,,0xc89,0,1,False,「我必須親自觸摸那卷軸才能了解它的含義。否則我無法在這件事上幫助你。」
0x009A,,Dark Core,,0x7c1,0,1,False,「就在這裡。那麼，它似乎是以一種奇怪的格式寫成的。甚至可以說是一種密碼……我知道了！顯然，這個護符目前存在於大虛空（Great Void）之中。一個有些遠離我們的位面。如果你想進入這個虛空，你需要製作兩片透鏡：一片凹透鏡，另一片凸透鏡。光線透過適當附魔的透鏡聚焦，將會在我們的領域與虛空之間打開一條通道。我相信這篇論述提到了三個原則護符（Talismans of Principle），它們會向無限護符發出呼喚並將其帶到這裡。一旦它到了這裡，看起來它唯一的目的就是將一股強大的力量強行拉入虛空之中。」一個念頭如閃電劈中樹木般擊中這位法師。「噢，不，聖者……你別想再從我這裡得到任何幫助。我或許瞎了，但我看穿了你的把戲。我不會幫你把核心（Core）送進虛空的。」 Erethian 沉默了下來，看來他不會再開口了。
0x009A,,Dark Core,,0xb92,0,1,False,Arcadion 的聲音如靜止池塘中的漣漪般向你低語：「別怕，我的主人。我對這些事情略知一二。」
0x009A,,Dark Core,,0xcf3,0,1,False,「如果你把卷軸帶來給我，我可以協助你找出那古老文本的含意。」
0x009A,,Dark Core,,0xd4e,0,1,False,「我曾試圖創造一把威力強大的劍。」 Erethian 專注地皺起眉頭，接著說：「如果你想接續我的工作，你需要一些鍛造設備……還有一個可以放置它們的地方……我知道一個絕佳地點。跟我來，我看看能幫你什麼忙。」
0x009A,,Erethian,,0xe6e,0,1,False,當你告訴 Erethian 你對那把黑劍的困擾時，他點了點頭。「是的，我可以理解這把劍在戰鬥中揮舞起來會有多笨重。不過，如果你能將一個魔法力量源綁定在劍柄上，你或許就能抵銷這把劍難以駕馭的特性。」
0x009A,,Hook,,0xf81,0,1,False,話題一轉，那顆小寶石閃爍了起來。「我相信以我目前的型態，我可以完美地勝任這把劍的穩定力量。事實上，這將能讓我為你提供一些我更具戲劇性的力量。」這隻惡魔對這個前景聽起來很興奮，也許興奮過頭了。
0x009A,,Erethian,,0x109f,0,1,False,Erethian 輕聲說道：「在你將 Arcadion 綁定到劍上之前請三思。因為他確實能解決劍的平衡問題，但他能解決他自己的問題嗎？」
