func_id,npc,en_offset_key,en_segment,en_text,zh_offset_key,zh_segment,zh_text,confidence
0x009A,,7f3,0,"""Here we are. Now then, it appears to be written in a strange format. One might even say a code of sorts... I have it! Apparently, the Talisman currently resides in the Great Void. A plane somewhat removed from ours. If thou wishest to gain access to this void, thou shalt need to craft two lenses: one concave, the other convex. Light focused through the properly enchanted lenses will open a conduit between our realm and the void. I believe this treatise speaks of three Talismans of Principle that send out a call to the Infinity Talisman and bring it here. Once here, it would seem that its sole purpose is to coerce a powerful force into the void."" A thought hits the mage like lightning strikes a tree. ""Oh no, Avatar... Thou shan't gain any more aid from me. I may be blind, but I see through thy sham. I'll not help thee send the Core into the void."" Erethian falls silent, and it would appear that he'll speak no more.",7c1,0,「就在這裡。那麼，它似乎是以一種奇怪的格式寫成的。甚至可以說是一種密碼……我知道了！顯然，這個護符目前存在於大虛空（Great Void）之中。一個有些遠離我們的位面。如果你想進入這個虛空，你需要製作兩片透鏡：一片凹透鏡，另一片凸透鏡。光線透過適當附魔的透鏡聚焦，將會在我們的領域與虛空之間打開一條通道。我相信這篇論述提到了三個原則護符（Talismans of Principle），它們會向無限護符發出呼喚並將其帶到這裡。一旦它到了這裡，看起來它唯一的目的就是將一股強大的力量強行拉入虛空之中。」一個念頭如閃電劈中樹木般擊中這位法師。「噢，不，聖者……你別想再從我這裡得到任何幫助。我或許瞎了，但我看穿了你的把戲。我不會幫你把核心（Core）送進虛空的。」 Erethian 沉默了下來，看來他不會再開口了。,matched_addsi
0x009A,,d01,0,"""Here we are. Now then, it appears to be written in a strange format. One might even say a code of sorts... I have it! Apparently, the Talisman currently resides in the Great Void. A plane somewhat removed from ours. If thou wishest to gain access to this void, thou shalt need to craft two lenses: one concave, the other convex. Light focused through the properly enchanted lenses will open a conduit between our realm and the void. I believe this treatise speaks of three Talismans of Principle that send out a call to the Infinity Talisman and bring it here. Once here, it would seem that its sole purpose is to coerce a powerful force into the void."" A thought hits the mage like lightning strikes a tree. ""Oh no, Avatar... Thou shan't gain any more aid from me. I may be blind, but I see through thy sham. I'll not help thee send the Core into the void."" Erethian falls silent, and it would appear that he'll speak no more.",7c1,0,「就在這裡。那麼，它似乎是以一種奇怪的格式寫成的。甚至可以說是一種密碼……我知道了！顯然，這個護符目前存在於大虛空（Great Void）之中。一個有些遠離我們的位面。如果你想進入這個虛空，你需要製作兩片透鏡：一片凹透鏡，另一片凸透鏡。光線透過適當附魔的透鏡聚焦，將會在我們的領域與虛空之間打開一條通道。我相信這篇論述提到了三個原則護符（Talismans of Principle），它們會向無限護符發出呼喚並將其帶到這裡。一旦它到了這裡，看起來它唯一的目的就是將一股強大的力量強行拉入虛空之中。」一個念頭如閃電劈中樹木般擊中這位法師。「噢，不，聖者……你別想再從我這裡得到任何幫助。我或許瞎了，但我看穿了你的把戲。我不會幫你把核心（Core）送進虛空的。」 Erethian 沉默了下來，看來他不會再開口了。,matched_addsi
0x009A,,113_15d_22e,0,". I am called Erethian. Although thou dost not know me, I know thee well.I have seen thee destroy Mondain's power and so defeat that misguided mage, I have seen thee vanquish the enchantress Minax, I have also seen, in a very unique way, how thou brought low the hellspawn Exodus.""He falls silent here and you notice that the old man's eyes are milky white.",11b_16e_241,0,。我名叫 Erethian 。雖然你不認識我，但我卻對你非常了解。」「我曾見證你摧毀 Mondain 的力量，從而擊敗那誤入歧途的法師；我見證你征服了女巫 Minax ；我也曾以一種非常獨特的方式，看著你如何擊倒地獄魔物 Exodus 。」他在這裡沉默下來，你注意到這老人的雙眼呈現乳白色。,matched_addsi
0x009A,,18f9_1998_1a1e_1a88,0,"""I am a follower of the principle of Truth. But unlike those of the Lyceaum, I would prefer to seek out the knowledge instead of waiting for it to come to me.It is this curiosity which has brought me to this island from which Exodus, the spawn of Mondain and Minax, sought to rule the world.The books and scrolls here have taught me much of Britannia's	history and other... interesting subjects.""His clouded eyes sparkle with intelligence. But you can't help wondering how books and scrolls are of any use to a man afflicted with blindness.",13b3_143e_14ba_1527,0,「我是真理原則的追隨者。但與 Lyceaum 的那些人不同，我寧願主動去尋求知識，而不是等它自己找上門。正是這種好奇心把我帶到了這座島嶼， Mondain 和 Minax 的子嗣 Exodus 曾經試圖從這裡統治世界。這裡的書籍和卷軸教會了我許多關於不列顛尼亞的歷史與其他……有趣的主題。」他混濁的雙眼閃爍著智慧。但你忍不住好奇，書籍和卷軸對一個受失明之苦的人能有什麼用。,matched_addsi
0x009A,,15d,0,"I have seen thee destroy Mondain's power and so defeat that misguided mage, I have seen thee vanquish the enchantress Minax, I have also seen, in a very unique way, how thou brought low the hellspawn Exodus.""",16e,0,「我曾見證你摧毀 Mondain 的力量，從而擊敗那誤入歧途的法師；我見證你征服了女巫 Minax ；我也曾以一種非常獨特的方式，看著你如何擊倒地獄魔物 Exodus 。」,matched_addsi
0x009A,,1998,0,"It is this curiosity which has brought me to this island from which Exodus, the spawn of Mondain and Minax, sought to rule the world.",143e,0,正是這種好奇心把我帶到了這座島嶼， Mondain 和 Minax 的子嗣 Exodus 曾經試圖從這裡統治世界。,matched_addsi
0x009A,,1ec1_1f8a_2028,0,"A sad sweet smile comes to the wizard's face, ""She was quite a comely lass at one time, with a mind forever searching."" His expression darkens, ""But then Mondain forced all of the good sense from her.She became a power unto herself, in time. I do not think she quite rivaled her former mentor, Mondain, but she was a force to be reckoned with, nevertheless.And that thou didst, with the Quicksword, Enilno. That	act will most likely have tales sung about it for the next eon."" Under his breath he adds, ""Even if Iolo's the only one who sings it.""",1907_19e6_1a92,0,巫師臉上露出一抹帶著感傷的甜美微笑，「她曾經是個相當清秀的少女，有著一顆永遠在探索的心。」他的表情暗了下來，「但是後來 Mondain 把她所有良知都給奪走了。隨著時間過去，她自己成為了一股勢力。我認為她並未能完全匹敵她的前導師 Mondain ，但無論如何，她仍是一股不容小覷的力量。而你做到了，用那把快劍 Enilno 。這項壯舉很可能在下一個紀元裡都會被傳唱。」他低聲補充道：「即使 Iolo 是唯一一個在唱的人。」,matched_addsi
0x009A,,3137_31a9_3228,0,"Milky eyes glitter up at you like twin marbles, ""Ah, yes. But thou knowest all too well about that little bauble.After all, it was thee who smashed it into the shards which caused thee so much trouble during the regency of Lord Blackthorn.So much power that even in a shattered state, its magic still flowed. 'Tis sad to lose such an artifact."" As if suddenly remembering with whom he is speaking, he ammends, ""Much better than having Mondain running about mucking with things, I suppose.""",2a53_2ad5_2b3e,0,那雙如兩顆彈珠般的乳白眼珠閃閃發光地看著你，「啊，是的。但你對那個小玩意兒可太清楚了。畢竟，就是你把它打成了碎片，在 Lord Blackthorn 攝政期間給你惹了那麼多麻煩。如此強大的力量，即使處於粉碎狀態，它的魔法仍然流動著。失去這樣一件神器真令人悲傷。」彷彿突然想起他是在和誰說話，他改口道：「總比讓 Mondain 到處亂搞要好得多，我想。」,matched_addsi
0x009A,,154e,0,"Erethian's voice is quiet as he says, ""Consider well before thou bindest Arcadion into the sword. For it is true that he will be able to solve the sword's problem of balance, but will he be able to solve his own problems as well?""",109f,0,Erethian 輕聲說道：「在你將 Arcadion 綁定到劍上之前請三思。因為他確實能解決劍的平衡問題，但他能解決他自己的問題嗎？」,matched_addsi
0x009A,,163e,0,"You wonder if perhaps Arcadion might be able to shed some light on this issue, and as if reading your thoughts, Erethian says, ""Beware the daemon. His goals are not those of thine or mine. If he offers to help thee, it is to help himself. Of that thou canst be sure.""",114d,0,你想知道也許 Arcadion 能夠釐清這個問題，彷彿讀懂了你的心思般， Erethian 說：「小心那隻惡魔。他的目標與你或我不同。如果他主動提出要幫忙，那是為了幫他自己。這點你可以肯定。」,matched_addsi
0x009A,,2028,0,"And that thou didst, with the Quicksword, Enilno. That	act will most likely have tales sung about it for the next eon."" Under his breath he adds, ""Even if Iolo's the only one who sings it.""",1a92,0,而你做到了，用那把快劍 Enilno 。這項壯舉很可能在下一個紀元裡都會被傳唱。」他低聲補充道：「即使 Iolo 是唯一一個在唱的人。」,matched_addsi
0x009A,,237b_245b,0,"""That being has become a passion of mine, lately."" He almost glows with excitement. ""Indeed, 'tis what brought me here. While I	was at the Lyceaum, I happened upon a passage in a manuscript that described an Island of Fire.Upon further research, I found that the entity known as Exodus was not truly destroyed. The interface between its two parts and the world was merely severed.""",1d83_1e5c,0,「那傢伙最近成了我的狂熱所在。」他幾乎興奮得發光。「的確，這正是把我帶到這裡的原因。當我在 Lyceaum 的時候，我偶然在手稿中看到一段描述烈火島的文字。在進一步的研究後，我發現這個被稱為 Exodus 的實體並未真正被摧毀。牠的兩個部分與世界之間的介面只是被切斷了而已。」,matched_addsi
